path,role,lines,module_description,imports,top_level_symbols
backend/app/main.py,implementation/configuration,325,TestLookup — FastAPI Application Entry Point,app.bootstrap; app.core.config; app.core.http_client; app.core.logging_config; app.core.metrics; app.core.scim_errors; app.core.tracing; app.db.mongo; app.db.postgres; app.db.redis_client; app.services.local_embedder_guard; app.services.notification.egress; app.streams.live_consumer; app.streams.live_fanout; asyncio; contextlib; fastapi; fastapi.exceptions; fastapi.responses; slowapi; slowapi.errors; slowapi.util; starlette.exceptions; structlog,_warn_about_refused_notification_destinations; lifespan; _auth_rate_limit_key; _build_auth_limiters; rate_limit_auth; root
backend/app/middleware/__init__.py,implementation/configuration,0,,,
backend/app/middleware/request_hardening.py,implementation/configuration,142,Request hardening at the ASGI layer (Trivy findings on PR #26).,__future__; starlette.requests; starlette.responses; starlette.types,_header; _content_length; FormBodyLimitMiddleware; RangeHeaderStripMiddleware
backend/app/middleware/scim_request_limit.py,implementation/configuration,89,Bound request bodies for SCIM provisioning mutations.,__future__; starlette.responses; starlette.types,SCIMRequestBodyLimitMiddleware
backend/app/middleware/telemetry.py,implementation/configuration,87,TestLookup — Telemetry middleware.,contextvars; starlette.middleware.base; starlette.requests; starlette.responses; starlette.types; structlog; time; uuid,TelemetryMiddleware
backend/app/models/__init__.py,implementation/configuration,0,,,
backend/app/models/agent_contracts.py,implementation/configuration,833,Versioned contracts for agent workflow outputs.,__future__; app.agents.evidence; datetime; enum; math; pydantic; structlog; typing,AgentContractMetadata; DecisionClaimV1; ProposedActionV1; ContractedAgentOutput; ReviewReferenceSetV1; ReviewedStepV1; ReviewerInputV1; ReviewCheckV1; ReviewDisagreementV1; SecondModelCheckV1; ReviewVerdictV1; ReviewerSupervisorDecisionV1; ReviewerAgentOutput; GapReason; GapItem; ContradictionType; ResolutionStrategy; Contradiction; IngestionAgentOutput; ClusterAgentOutput; ContractAgentOutput; AnomalyDetectionAgentOutput; AnalysisAgentOutput; SummaryAgentOutput; DecisionReportAgentOutput; DecisionReportCriticAgentOutput; DefectTriageAgentOutput; FlakySentinelAgentOutput; TestHealthAgentOutput; ReleaseRiskAgentOutput; RunCompareAgentOutput; LogIntelligenceAgentOutput; RegressionWatchmanAgentOutput; ChangeOwnershipAgentOutput; GapReport; GapDetectionAgentOutput; RefinedReport; ReportRefinementAgentOutput; InvestigatorHypothesisV1; InvestigatorDegradationV1; InvestigatorVerdictV1; InvestigatorHypothesisOutput; InvestigatorSynthesisOutput; validate_agent_contract; degraded_contract
backend/app/models/agent_input_contracts.py,implementation/configuration,282,"Concrete, versioned input contracts published by the agent catalog.",__future__; app.models.agent_contracts; app.models.evidence_contracts; datetime; pydantic; typing; uuid,CatalogInputContract; TestRun; MetricSnapshotV1; AuthoritativeFailureClusterV1; ClusterBudgetV1; ClusterPlanLimitsV1; ClusterScopeV1; ClusterSlaV1; ClusterInvestigationTaskV1; ClusterInvestigationExpansionPlanV1; ClusterScopedEvidenceBundleV1; PreliminarySummary; VerificationContextV3; DecisionEvidenceSnapshotV3; InvestigationRequestV1; InvestigationPlanV1
backend/app/models/agentic_runtime.py,implementation/configuration,238,"Versioned, adapter-backed contracts for the unified agent runtime.",__future__; app.services.evidence_sanitizer; datetime; pydantic; types; typing,RuntimeContract; _deep_freeze; _deep_thaw; CapabilitySpecV1; TaskBudgetV1; TaskUsageV1; AgentFindingV1; AgentEvidenceV1; AgentTaskV1; TerminalOutcomeV1; AgenticRunV1
backend/app/models/constants.py,implementation/configuration,25,Shared constants — single source of truth for cross-service configuration.,,
backend/app/models/enums.py,implementation/configuration,68,"Stable enumerations shared across ORM models, Pydantic schemas, and agent code.",enum,WorkflowType; PipelineRunStatus; InvestigationDepth; SearchType; CriticalityLevel; RegressionClassification; ExecutionPath
backend/app/models/evidence_contracts.py,implementation/configuration,270,"Versioned, immutable contracts for decision-grade run evidence.",__future__; math; pydantic; types; typing; uuid,FrozenContract; DataQualityFlagV1; MetricWindowV1; RunMetricSnapshotV1; EvidenceReferenceV1; EvidenceReferenceV2; RunEvidenceBundleV1; RunEvidenceBundleV2
backend/app/models/llm_schemas.py,implementation/configuration,248,Pydantic v2 schemas for validating LLM outputs across all pipeline agents.,__future__; pydantic; structlog; typing,IncidentView; EvidencePack; ActionPlan; RootCauseAnalysis; ExecutivePanelMetrics; DominantFailure; BaselineComparison; ExecutivePanel; ClusterClassification; ReleaseReasoning; validate_llm_output; validate_llm_output_with_error
backend/app/models/postgres.py,implementation/configuration,6947,SQLAlchemy ORM models — all PostgreSQL tables.,app.db.postgres; app.models.enums; datetime; enum; sqlalchemy; sqlalchemy.dialects.postgresql; sqlalchemy.orm; typing; uuid,TestStatus; LaunchStatus; IngestionSource; FailureCategory; Severity; UserRole; TestCaseLifecycleState; TriageStatus; NotificationChannel; NotificationEventType; User; MfaRecoveryCode; Project; TestRun; LiveIngestionAttempt; LiveEventReceipt; LiveProjectionCheckpoint; RunDownstreamOutbox; SemanticReindexJob; TestCase; TestSuite; TestSuiteOwner; SuiteRunReview; TestExecutionReview; CanonicalTestCase; TestStep; TestStepRun; TestAttachment; TestCaseHistory; AIAnalysis; Defect; DefectCandidate; QualityGate; CoverageSnapshot; NotificationPreference; NotificationTestState; NotificationTransitionPolicy; TeamNotificationChannel; AgentInvestigation; AgentChildDispatchOutbox; AgentRun; FixAttempt; AgentPipelineRun; AgentStageResult; ChatSession; ChatMessage; FeedbackRating; AIFeedback; DecisionReportFeedback; ModelVersion; FailureCluster; RunCommitRange; DeepFinding; ReleaseDecision; ContractViolation; NotificationLog; ManagedTestCase; TestCaseVersion; TestCaseReview; TestCaseComment; DuplicateTestCaseCandidate; DismissedDuplicatePair; TestPlan; TestPlanItem; TestStrategy; KnowledgeSourceType; KnowledgeSyncStatus; KnowledgeClassification; KnowledgeSource; KnowledgeSyncEvent; KnowledgeChunk; GenerationBatch; GenerationCaseSource; RequirementCoverage; LiveSession; TestCaseAuditLog; SuiteMembership; SuiteMembershipEvent; LinkSource; Release; ReleaseOutcome; AttributionMatchField; ReleaseAttributionRule; ReleasePhase; ReleaseTestRunLink; SecretRef; AppSetting; SettingsAuditLog; ProjectMember; ApiKey; RunIntelligenceSnapshot; EvidenceArtifact; AIProvenanceRecord; RunBaseline; RunDiff; RunComparisonReport; IntegrationHealthCheck; IntegrationProbeResult; TenantOnboardingStatus; ProductUsageEvent; AccessAuditLog; UserInvitation; TestHealthRecommendation; FlakyCoachResult; SSOProviderType; SSOEnforcementMode; IdentityEventType; SSOConfiguration; FederatedIdentity; SCIMToken; IdentityEvent; ReleaseGatePolicy; ReportShareLink; RefreshTokenRecord; ServiceOwnershipRule; SavedView; ReleaseGateDecision; UserUIDismissal; DigestSchedule; DigestSubscription; TenantMetricSnapshot; AIEvalDataset; AIEvalRun; AIEvalBaseline; AIEvalGateRun; AIEvalShadowPair; AIEvalReviewerQuality; DecisionReportEvalCycle; DecisionReportSupersessionRequest; AgentMemoryEntry; AgentActionLedger; _review_in; ReviewRequest; AgentInvocation; AgentConfig; WorkflowDefinition; WorkflowReplayCorpus; AgentActionDispatchOutbox; FeatureFlag; QuotaCapAction; ProjectLlmQuota; FlakyQuarantineStatus; FailureAttribution; SystemicFlakeCluster; SystemicFlakeClusterMember; FlakyScore; FlakyClassifierCalibration; FlakyDetectionState; PerfBaseline; WebhookSubscription; WebhookDelivery; GitHubIntegration; GitLabIntegration; CompliancePack; FlakyQuarantineRequest; QuarantineLifecyclePolicy; ValueMetricAssumptions; RunTombstone; DeletionJob; ProjectRetentionPolicy; ProjectLlmUsage; ProjectActivityEvent
backend/app/models/schemas.py,implementation/configuration,5828,Pydantic v2 request/response schemas for all API endpoints.,app.core.config; app.models.postgres; app.services.failure_kind; datetime; ipaddress; pydantic; re; typing; uuid,TimestampMixin; UserCreate; UserResponse; SelfUpdateProfileRequest; RetireCompliancePackRequest; CompliancePackLifecycleResponse; DeletionPreviewResponse; DeletionExecuteRequest; DeletionExecuteAcceptedResponse; DeletionJobResponse; DeletionJobListResponse; StoreFootprintResponse; ProjectStorageResponse; DeletedProjectStorageEntry; DeletedProjectsStorageResponse; UIDismissalCreate; UIDismissalListResponse; TokenResponse; LoginRequest; RefreshRequest; ChangePasswordRequest; FirstTimeResetRequest; MfaChallengeResponse; MfaEnrollmentRequiredResponse; MfaEnrollStartRequest; MfaEnrollStartResponse; MfaEnrollConfirmRequest; MfaEnrollConfirmResponse; MfaVerifyRequest; MfaDisableRequest; MfaRecoveryCodesRequest; MfaRecoveryCodesResponse; MfaStatusResponse; MfaPolicyRead; MfaPolicyUpdate; ProjectCreate; ProjectUpdate; ProjectResponse; DeleteRunRequest; DeleteRunAcceptedResponse; DeleteRunRefusedResponse; ProjectResetRequest; ProjectResetResponse; TestRunSummary; TestRunListResponse; TestCaseSummary; TestCaseDetail; TestCaseListResponse; TestAttachmentResponse; TestStepResponse; TestCaseIdentitySection; TestCaseClassificationSection; TestCaseExecutionSection; TestCaseProvenanceSection; EnrichedTestCaseDetailResponse; DuplicateCaseRef; DuplicateCandidateResponse; DuplicateCandidateListResponse; DuplicateDismissRequest; DuplicateMergeRequest; DuplicateActionResponse; DuplicateDetectionRunResponse; TestExecutionReviewRead; TestExecutionReviewUpdate; SummaryTotals; SummaryStepBreakdownRow; SummarySuiteRow; SummaryTopFailingTest; SummaryReportResponse; MyFailureItem; TriageStatusUpdate; MyFailureListResponse; MetricCard; DashboardSummary; TrendDataPoint; TrendResponse; MinIOWebhookEvent; SentinelFile; AnalyzeRequest; EvidenceReference; RoleActions; ConfidenceWhy; ThresholdCheck; AnalysisProvenance; AnalysisResponse; JiraIssueRequest; JiraIssueResponse; SearchRequest; SearchResult; SearchResponse; GlobalSearchResult; GlobalSearchResponse; QualityGateRule; QualityGateCreate; QualityGateEvaluationResult; NotificationPreferenceCreate; NotificationPreferenceResponse; NotificationLogResponse; TestNotificationRequest; NotificationTransitionPolicyUpdate; NotificationTransitionPolicyResponse; TriggerPipelineRequest; AgentStageResultResponse; AgentPipelineReviewSummary; AgentPipelineResponse; ReviewBlock; AgentRunSummaryResponse; PipelineTimelineEventResponse; PipelineTimelineSummary; PipelineReplayAuditGaps; PipelineReplayIntegritySummary; PipelineTimelineResponse; PipelineReplayEventResponse; PipelineReplayStageResponse; MemoryReference; PipelineReplayResponse; PipelineEventLogHealthResponse; Provenance; EvidenceArtifactResponse; DimensionScore; ClusterInsightResponse; CommitRange; ConfigDriftEntry; BaselineDiff; DefectCandidate; DefectCandidateResponse; DefectPromotionRequest; DefectPromotionResponse; DefectApprovalRequest; DefectApprovalResponse; JiraDefectCreateRequest; JiraDefectCreateResponse; JiraDefectOccurrences; JiraDefectContext; JiraDefectExistingLink; JiraDefectPreviewResponse; JiraProjectOption; JiraDefectMetadataResponse; SummaryModes; Citation; RunModeSummaryResponse; ChatSessionCreate; ChatSessionResponse; ChatMessageResponse; SendMessageRequest; SendMessageResponse; TestCaseStepSchema; TestCaseParameterSchema; ManagedTestCaseCreate; ManagedTestCaseUpdate; ManagedTestCaseResponse; ManagedTestCaseListResponse; TestCaseVersionResponse; TestCaseReviewResponse; ReviewActionRequest; TestCaseTransitionRequest; TestCaseDeprecateRequest; AllowedTransitionResponse; TestCaseCommentCreate; TestCaseCommentResponse; TestPlanCreate; TestPlanUpdate; TestPlanResponse; TestPlanListResponse; TestPlanItemCreate; TestPlanItemResponse; ExecuteTestPlanItemRequest; TestStrategyCreate; TestStrategyUpdate; TestStrategyResponse; AuditLogResponse; AuditLogListResponse; SuiteMembershipResponse; SuiteMembershipEventResponse; SuiteSyncSummary; TestSuiteCreate; TestSuiteUpdate; TestSuiteResponse; TestSuiteListResponse; CanonicalTestCaseResponse; CanonicalTestCaseListResponse; CanonicalPromotionResponse; CanonicalManagedUnlinkRequest; CanonicalRetirementConfirmRequest; EvidenceGapItem; EvidenceGapListResponse; CanonicalTestCaseLinkRequest; CanonicalTestCaseBulkLinkRequest; CanonicalTestCaseBulkLinkResponse; AIGenerateTestCasesRequest; AIGenerateTestCasesResponse; AIReviewTestCaseResponse; AICoverageAnalysisRequest; AICoverageAnalysisResponse; AIGenerateStrategyRequest; AIOptimizePlanRequest; AIOptimizePlanResponse; AITaskEnqueueResponse; AITaskStatusResponse; SuppliedCommit; SuppliedCommitRange; LiveSessionCreate; LiveSessionResponse; LiveEvent; LiveEventBatch; LiveEventBatchResponse; LiveStreamMeta; LiveStreamIngestRequest; LiveStreamIngestResponse; IngestTestResult; IngestPayload; IngestResponse; UploadStatusResponse; LiveSessionState; ActiveSessionsResponse; SmtpConfigRead; SmtpConfigUpdate; SmtpTestResult; AIConfigRead; AIConfigUpdate; IntegrationsConfigRead; IntegrationsConfigUpdate; StorageConfigRead; StorageConfigUpdate; UserListResponse; UpdateUserRoleRequest; UpdateUserStatusRequest; UpdateUserProfileRequest; InviteUserRequest; InviteUserResponse; AdminCreateUserRequest; AdminCreateUserResponse; ProjectMemberResponse; AddProjectMemberRequest; UpdateProjectMemberRoleRequest; ApiKeyCreate; ApiKeyResponse; ApiKeyCreatedResponse; OverrideAuditEntry; ReleaseCouncilResponse; ReleaseCouncilOverrideRequest; TestHealthViolation; TestHealthFinding; TestHealthResponse; FlakyCoachEntry; FlakyCoachScope; FlakyCoachResponse; TestCaseHistoryPointResponse; TestCaseFlakinessResponse; TestCaseMetadataResponse; TestCaseHistoryResponse; SSOConfigCreate; SSOConfigUpdate; SSOConfigResponse; SSOTestConnectionResponse; SAMLLoginInitResponse; SAMLACSRequest; SSOLoginResponse; SCIMName; SCIMEmail; SCIMGroup; SCIMUserResource; SCIMUserRequest; SCIMListResponse; SCIMPatchOp; SCIMPatchRequest; SCIMPatchRequestPayload; SCIMErrorResponse; SCIMTokenCreate; SCIMTokenResponse; SCIMTokenCreatedResponse; IdentityEventResponse; IdentityEventListResponse; IdentitySyncStatus; PolicyThresholds; PolicyDimensionWeights; PolicyRule; PolicyPassRateBands; PolicyHardCaps; PolicyKindBudget; PolicyKindRules; PolicyDocument; ReleaseGatePolicyCreate; ReleaseGatePolicyUpdate; ReleaseGatePolicyResponse; RuleEvaluationResponse; PolicySimulateRequest; PolicySimulateResponse; OwnershipRuleCreate; OwnershipRuleUpdate; OwnershipRuleResponse; OwnershipBulkImportItem; OwnershipBulkImportRequest; CodeownersImportRequest; CodeownersCoverage; CodeownersImportResponse; OwnershipResolution; TeamChannelUpsert; TeamChannelResponse; _validate_saved_view_filters; SavedViewCreate; SavedViewUpdate; SavedViewRelease; SavedViewResponse; DigestSubscriptionCreate; DigestSubscriptionUpdate; DigestSubscriptionResponse; DigestContentResponse; AIEvalDatasetCreate; AIEvalDatasetResponse; AIEvalRunResponse; AIEvalGateRunResponse; AIEvalManifestResponse; EvalProvenanceHealthResponse; AIQualityDashboardResponse; AgentMemoryEntryResponse; AgentMemoryListResponse; SimilarMemoryResponse; SimilarMemoryRecallRequest; SimilarMemoryRecallResponse; MemoryTimelineResponse; KnowledgeSourceCreate; KnowledgeSourceUpdate; KnowledgeSourceResponse; KnowledgeSourceListResponse; KnowledgeSourceSyncResponse; ConnectorTestResult; ConnectorConfigTestRequest; KnowledgeDomainAllowlistUpdate; KnowledgeSyncEventResponse; KnowledgeChunkResponse; KnowledgeSourceFreshnessResponse; RagRetrieveRequest; RetrievedChunkSchema; RagRetrieveResponse; RagGenerateRequest; CitationSchema; RagGenerateResponse; RequirementCoverageSchema; GenerationBatchResponse; RagCaseAcceptEdits; BatchAcceptRequest; RejectCaseRequest; AcceptCaseRequest; StaleCaseDismissRequest; RagStatusResponse; FeatureFlagCreate; FeatureFlagUpdate; FeatureFlagResponse; DecisionLogEntry; StageDecisionSummary; PerTestRouting; WorkflowDecisionEvent; DecisionTrailResponse; LlmQuotaWrite; LlmQuotaRead; LlmUsageRead; LlmUsageHistoryEntry; BillingOverviewProject; BillingOverviewResponse; FlakyQuarantineRead; QuarantineDecisionRequest; QuarantineProposeRequest; QuarantineManifestEntry; QuarantineManifestResponse; QuarantineLifecyclePolicyUpdate; QuarantineLifecyclePolicyResponse; QuarantineStatsResponse; CompliancePackGenerateRequest; CompliancePackRead; CompliancePackDownloadResponse; GitHubIntegrationWrite; GitHubIntegrationRead; GitHubConnectionTestResponse; ValueMetricAssumptionsWrite; ValueMetricAssumptionsRead; GitLabConfigWrite; GitLabConfigRead; GitLabConnectionTestResponse; WebhookSubscriptionWrite; WebhookSubscriptionRead; WebhookDeliveryRead; WebhookTestResponse; WebhookDeliveryReplayResponse; WebhookEventCatalogEntry; WebhookEventCatalogResponse; RunCompareSummary; RunCompareSelection; RunCompareAIReport; RunCompareTestDelta; RunCompareResponse; SuiteOwnerUpdate; SuiteOwnerResponse; SuiteReviewUpdate; SuiteReviewResponse; NotifyTestOwnerRequest; NotifyTestOwnerResponse; ClassifyUncategorizedRequest; ClassifyUncategorizedResponse; DefectIntakeRequest; DefectIntakeResponse; RetentionPolicyWrite; RetentionLastPurge; RetentionPolicyRead; RetentionPreviewCandidates; RetentionPreviewResponse; RetentionPurgeRequest; RetentionPurgeQueued
